abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
Big data is emerging as an origin for providing various opportunities in the field of [::artificial::] [::intelligence::]. There are also many design considerations in the market where parallel processing frameworks are used effectively and in a more economical way. Big data and [::artificial::] [::intelligence::] work incredibly well together because they enable us to effectively identify a varie...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10063008,Rohit Soni; Ananya Baghel; Sparsh Paliya; Ritika Mamtani; Lalita Gupta,0,,,IEEE Conferences,10.1109/SCEECS57921.2023.10063008,232,,,6,,,False,,,,,18-19 Feb. 2023,"2023 IEEE International Students' Conference on Electrical, Electronics and Computer Science (SCEECS)",2023,IEEE,1,Connection of Big Data Analytics & Artificial Intelligence,
"The application of [::artificial::] [::intelligence::] in addressing environmental issues is an innovative and solution-oriented approach with great potential to reduce environmental pollution that can disrupt human health, economic stability, and even threaten life. This article employs a literature review method. Therefore, efforts to find solutions to these issues involve the use of various str...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10690616,I Gusti Agung Ananda Putra; Putu Prana Wiraatmaja; Dewa Ayu Trisna Adhiswari Wedagama,0,,,IEEE Conferences,10.1109/ICSCC62041.2024.10690616,150,,,191,,,False,,,,,25-27 July 2024,2024 10th International Conference on Smart Computing and Communication (ICSCC),2024,IEEE,187,The Application of Artificial Intelligence (AI) in Addressing Environmental Issues,
AI has been integrated into marketing plans and has significantly enhanced the strategic market analysis in the automotive industry based in the UK. This research examines the presence of AI and its impact on the marketing strategies of the UK automobile industry specifically relating to consumer behaviors. Its purpose is to explore the role of [::artificial::] [::intelligence::] in marketing and ...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10803156,Bhavana Likhitkar; Bhawana Pillai; Sandhya Parasher,0,,,IEEE Conferences,10.1109/CYBERCOM63683.2024.10803156,259,,,579,,,False,,,,,15-16 Nov. 2024,2024 International Conference on Cybernation and Computation (CYBERCOM),2024,IEEE,574,Impact of (AI) Artificial Intelligence on Marketing Strategies in Automobile Sector: A Consumer Behaviour Analysis in the Digital Era,
"This study explores the application of [::artificial::] [::intelligence::] (AI) in addressing climate change challenges in tropical regions, characterized by their unique ecosystems and vulnerability to climate impacts. AI technologies, including machine learning, neural networks, and data analytics, are instrumental in enhancing climate resilience and adaptation strategies. Key applications discu...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10830746,Dang Hoang Ha,0,,,IEEE Conferences,10.1109/PlatCon63925.2024.10830746,120,,,94,,,False,,,,,26-28 Aug. 2024,2024 International Conference on Platform Technology and Service (PlatCon),2024,IEEE,89,The Application of Artificial Intelligence in Addressing Climate Change in Tropical Regions,
[::Artificial::] [::intelligence::] (AI) technologies are increasingly incorporated into educational practices providing solutions to improve learning experiences and outcomes. The recent study explores the perceptions and experiences of second language (L2) learners in the Philippines with the utilization of AI in academic writing. This study uses a descriptive analysis of survey data from partic...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10589003,Dylyn A. Junio; Argel A. Bandala,0,,,IEEE Conferences,10.1109/HNICEM60674.2023.10589003,328,,,6,,,False,,,,,19-23 Nov. 2023,"2023 IEEE 15th International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment, and Management (HNICEM)",2023,IEEE,1,Utilization of Artificial Intelligence in Academic Writing Class: L2 Learners Perspective,
"This paper discusses [::Artificial::] [::Intelligence::] types and potential problems to help the reader make more informed decisions regarding using AI in business and everyday life. In addition, the paper will also discuss the implementation methods used for incorporating AI into business and how they could cause more vulnerabilities within the network. Finally, we will present legal and economi...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11105338,Abdulrahman Yarali; Jonathan Kelley; Lucas Taylor,0,,,IEEE Conferences,10.1109/AIIoT65859.2025.11105338,44,,,0007,,,False,,,,,28-30 May 2025,2025 IEEE World AI IoT Congress (AIIoT),2025,IEEE,0001,Artificial Intelligence: Benefits and Flaws,
"The Banking industry has always kept security as their top-most priority since the early days. From implementing heavy security controls and im-peccable encryption standards, the leading banks have utilized all the re-sources available to offer a secure and scalable digital banking system. However, in today’s date, there are more resources than just security controls or encryption algorithms. The ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11137247,Surendra Pandey; Bharat Bhushan; Pronaya Bhattacharya; Esraa Mohammed Alazzawi; Akhtar Jamil; Ravish Kumar Singh,0,,,IEEE Conferences,10.1109/SATC65530.2025.11137247,24,,,7,,,False,,,,,25-27 Feb. 2025,"2025 1st International Conference on Secure IoT, Assured and Trusted Computing (SATC)",2025,IEEE,1,Artificial Intelligence’s Impact on the Banking Industry: Enhancing Security and Efficiency,
"[::Artificial::] [::intelligence::] creates challenges and complications for human rights. The basic assumptions are maturity of the information age has resulted in the need to adapt our laws and regulations and our policies and develop them somewhat. But the pattern of technological changes. It is often difficult for policies, regulations, and laws to keep pace. And as was the case in other perio...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9888888,Alaa Hussein Ali; Ilham Dheyaa Abdullah; Abed Rzaij Aswad; Marwan M. Abdeldayem; Saeed Hameed Aldulaimi,0,,,IEEE Conferences,10.1109/ICETSIS55481.2022.9888888,273,,,367,,,False,,,,,22-23 June 2022,2022 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),2022,IEEE,361,Human Rights and Artificial Intelligence: Evaluation of Legal Challenges and Potential Risk,
"The development of water conservancy is the cornerstone and fundamental to the development of all mankind. With the continuous expansion of water conservancy projects and the study of smart sensing technology, water conservancy data also presents the characteristics of big data which undoubtedly poses a greater challenge to the solution of water conservancy related issues. The development of [::ar...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9601538,Bao Liu; Xueqing Wang; Lei Gao,0,,,IEEE Conferences,10.1109/CCDC52312.2021.9601538,269,,,7465,,,False,,,,,22-24 May 2021,2021 33rd Chinese Control and Decision Conference (CCDC),2021,IEEE,7458,Overview of the Application of Artificial Intelligence in Several Key Issues of Water Conservancy,
"Summary Today cyber threats are becoming more sophisticated and technology is advancing at a rapid pace, new approaches to cybersecurity and digital forensics are required. [::Artificial::] [::intelligence::] (AI) has surfaced as a potential game&#x2010;changer in the fight against these challenges. This article aims to provide a comprehensive overview of the role that [::artificial::] [::intel...","{'type': 'locked', 'message': 'Full text access may be available.'}",10955542,Amit Kumar Tyagi; Shabanm Kumari; Richa,0,,,Wiley Books,10.1002/9781394303601.ch18,0,,,419,,,False,,,,,,[::Artificial::] [::Intelligence::]-Enabled Digital Twin for Smart Manufacturing,2024,Wiley,391,Artificial Intelligence&#x2010;Based Cyber Security and Digital Forensics,
"This research aims to investigate the key element that could influence purchase decision within the rapidly growing Indonesian e-commerce market, focusing on how the [::artificial::] [::intelligence::] (AI) powered recommendation system increases the purchasing intention by analyzing the user profile, behavior, search history, and preferences. In this study, 429 people were surveyed to find out ho...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10942068,Trinity Loren; Dea Novantia; Kevin Sierrano; Anderes Gui,0,,,IEEE Conferences,10.1109/BTS-I2C63534.2024.10942068,48,,,208,,,False,,,,,19-19 Dec. 2024,2024 Beyond Technology Summit on Informatics International Conference (BTS-I2C),2024,IEEE,203,The Influence of Artificial Intelligence on Recommendation Features in E-commerce,
"[::Artificial::] [::intelligence::] (AI) is making its way back into the mainstream of corporate technology, this time at the core of business systems which are providing competitive advantage in all sorts of industries, including electronics, manufacturing, marketing, human resource, financial services software, medicine, entertainment, engineering and communications. Designed to leverage the cap...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",6143435,S. Archana Bai,0,,,IET Conferences,10.1049/cp.2011.0486,662,,,859,,,False,,,,,20-22 July 2011,International Conference on Sustainable Energy and Intelligent Systems (SEISCON 2011),2011,IET,856,Artificial intelligence technologies in business and engineering,
"With the acceleration of urbanization in China, the living standard of urban residents has been improved, and the amount of domestic waste produced has been increasing year by year. The problem of urban domestic waste has become an urgent environmental problem to be solved in China, and the residents’ garbage classification habits and awareness are the decisive factors to solve the current predica...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9262532,Baiqiang Gan; Qiuping Dong,0,,,IEEE Conferences,10.1109/ICAIE50891.2020.00040,78,,,147,,,False,,,,,26-28 June 2020,2020 International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2020,IEEE,142,Research on information interaction intervention and collaborative classification model construction in artificial intelligence environment,
"In the chapter, the concept and technical framework of [::artificial::] [::intelligence::] are elaborated, the overall development trend of [::artificial::] [::intelligence::] is summarized, and the main achievements of [::artificial::] [::intelligence::] are summarized.","{'type': 'locked', 'message': 'Full text access may be available.'}",10287845,Jianjun Zhang; Jing Li,0,,,IEEE Books,10.1002/9781394198986.ch1,0,,,24,,,False,,,,,,Intelligent Satellite Design and Implementation,2024,IEEE,1,Development of Artificial Intelligence,
"Image recognition technology is an important field in [::artificial::] [::intelligence::]. With the development of society and the progress of technology, image recognition technology has gradually been more widely used. This paper introduces the principle of image recognition technology and discusses the advantages of image recognition technology in [::artificial::] [::intelligence::]. The main f...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9565598,Li Kai; Wang Tianjun; Xiao Jingfeng,0,,,IEEE Conferences,10.1109/CCNS53852.2021.00009,294,,,9,,,False,,,,,30 July-1 Aug. 2021,2021 2nd International Conference on Computer Communication and Network Security (CCNS),2021,IEEE,5,Research on image Recognition Technology Based on Artificial Intelligence,
The emergence of [::artificial::] [::intelligence::] has influenced many aspects of our lives. Modern medicine relies heavily on diagnostic tools using image processing algorithms and [::artificial::] [::intelligence::]. Modern ophthalmology is not out of this context and has undergone a real revolution in recent years. Several studies have focused on combining [::artificial::] [::intelligence::] ...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9204195,Chaimae Khodris; Bennis Ahmed; Chraibi Fouad; Abdellaoui Meriem; Benatiya Andaloussi Idriss; Hamid Tairi,0,,,IEEE Conferences,10.1109/ISCV49265.2020.9204195,157,,,5,,,False,,,,,9-11 June 2020,2020 International Conference on Intelligent Systems and Computer Vision (ISCV),2020,IEEE,1,Artificial intelligence in ophthalmology: the ophthalmologist's opinion,
,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",1458673,M.G.H. Negoita,0,,,IEEE Conferences,10.1109/CONTEL.2005.185994,141,,,691,,,False,,,,,15-17 June 2005,"Proceedings of the 8th International Conference on Telecommunications, 2005. ConTEL 2005.",2005,IEEE,691,"Artificial immune systems - a new emerging technology of computational intelligence - implications on development of the autonomous intelligent systems, data mining and other hybrid intelligent systems",2
"Summary Described as a hypothetical yet potent entity, [::artificial::] general [::intelligence::] (AGI) is envisioned to master any intellectual feat achievable by humans or animals. This chapter delves into AGI&#39;s allure, its pathway, and the paradigm it aims to establish. It briefly pivots toward the tangible manifestations of AI advancements&#x2014;humanoid robots, epitomizing the fusion of ...","{'type': 'locked', 'message': 'Full text access may be available.'}",10951265,Martin Musiol,0,,,Wiley Books,,0,,,403,,,False,,,,,,Generative AI: Navigating the Course to the [::Artificial::] General [::Intelligence::] Future,2024,Wiley,337,Artificial General Intelligence in Sight,
"Power grid planning is an important part of power grid topology, but there are many uncertainties in the original manual planning method. This paper proposes an [::artificial::] [::intelligence::] method to analyze the intelligent planning of transmission network and improve the research of power grid topology, optimize factors such as subjective planning uncertainty and objective planning uncerta...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10199489,Zongyang Liu; Li Zhao; Huaran Feng; Liwei Yu,0,,,IEEE Conferences,10.1109/ICAISC58445.2023.10199489,100,,,5,,,False,,,,,16-17 June 2023,2023 International Conference on Applied [::Intelligence::] and Sustainable Computing (ICAISC),2023,IEEE,1,The Modeling of Uncertainty in Planning of Smart Transmission Grid based on Artificial Intelligence,
"Summary [::Artificial::] [::intelligence::] has become extremely popular recently with the introduction of very impressive chatbots such as ChatGPT. [::Artificial::] [::intelligence::] has many applications, but with respect to predicting financial markets, a clear distinction should be made between prediction and classification. Prediction is more complicated, especially with respect to financ...","{'type': 'locked', 'message': 'Full text access may be available.'}",10951397,Eoghan Leahy,0,,,Wiley Books,,0,,,70,,,False,,,,,,AI-Powered Bitcoin Trading: Developing an Investment Strategy with [::Artificial::] [::Intelligence::],2024,Wiley,65,Artificial Intelligence for Price Prediction,
"[::Artificial::] [::intelligence::] (AI) has been referred to as “fourth industrial revolution” with widespread global impact. It encompasses the application of engineering, computer science and related fields for developing smart machines which are capable of performing tasks that typically require human [::intelligence::]. Machine learning (ML) remains a subdivision of AI which is depended on da...","{'type': 'locked', 'message': 'Full text access may be available.'}",10790239,Smitha Mony Sreedharan; Parinita Sharma; Ankur Saxena; Anveshita De,0,,,De Gruyter Books,,0,,,228,,,False,,,,,,[::Artificial::] [::Intelligence::] and Computational Dynamics for Biomedical Research,2022,De Gruyter,213,Artificial intelligence and machine learning in healthcare: an ethical perspective,
"With the development of digital and [::artificial::] [::intelligence::], how to design comfortable design for users is a difficult problem in the field of design. The outstanding application of [::artificial::] [::intelligence::] in industry, medical treatment, environment and other fields makes the development of art design also face great opportunities. Therefore, this paper first analyzes the b...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9463332,Ying Deng,0,,,IEEE Conferences,10.1109/CTMCD53128.2021.00049,668,,,203,,,False,,,,,23-25 April 2021,2021 International Conference on Computer Technology and Media Convergence Design (CTMCD),2021,IEEE,200,Application of Artificial Intelligence in Art Design,
"In the contemporary era, wherein [::artificial::] [::intelligence::] is gaining increasing prominence, its presence and significance are being witnessed in various facets of our daily lives. It is widely believed that [::artificial::] [::intelligence::] will pave the way for novel advancements in the realm of education, a domain that is profoundly influenced by its influence. Consequently, delving...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10527348,Sevinç Ay; Songül Karabatak; Murat Karabatak,0,,,IEEE Conferences,10.1109/ISDFS60797.2024.10527348,124,,,5,,,False,,,,,29-30 April 2024,2024 12th International Symposium on Digital Forensics and Security (ISDFS),2024,IEEE,1,Bibliometric Analysis of Artificial Intelligence in Utilized Distance Education and Distance Learning Studies,
"There is an increasing trend of cross integration among natural science, technological science and Humanities and social sciences. The breakthrough of cutting-edge technologies and subversive technologies such as information, life, manufacturing, energy, space and ocean puts forward higher requirements and challenges for cultivating “new generation” of engineering and scientific personnel. The con...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9831664,Yi Yang; Dekuang Yu,0,,,IEEE Conferences,10.1109/ACIE55485.2022.00029,69,,,106,,,False,,,,,15-17 Jan. 2022,2022 2nd Asia Conference on Information Engineering (ACIE),2022,IEEE,102,Research and Exploration on the Training of New Engineering Personnel from the Perspective of Artificial Intelligence,
"This paper integrates the computer network and the [::artificial::] [::intelligence::] together, based on the big data, and expounds the relevant concepts of the big data and the [::artificial::] [::intelligence::]. By enhancing the information processing ability of the computer network, it explores the use of the [::artificial::] [::intelligence::] in the computer network, so that people can use ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9718828,Zhao Ya’An,0,,,IEEE Conferences,10.1109/ICPECA53709.2022.9718828,127,,,841,,,False,,,,,21-23 Jan. 2022,"2022 IEEE 2nd International Conference on Power, Electronics and Computer Applications (ICPECA)",2022,IEEE,838,Application of artificial intelligence in computer network technology in the era of big data,
"Condition-based maintenance (CBM) has gained significant attention in the field of heavy equipment maintenance due to its potential to optimize maintenance activities, reduce downtime, and improve equipment reliability. Integrating [::artificial::] [::intelligence::] (AI) techniques into CBM can further enhance its effectiveness by enabling intelligent decision-making based on real-time equipment ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10404872,Kholilatul Wardani; Aditya Kurniawan; Eki Ahmad Zaki Hamidi,0,,,IEEE Conferences,10.1109/ICITISEE58992.2023.10404872,132,,,394,,,False,,,,,29-30 Nov. 2023,"2023 IEEE 7th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)",2023,IEEE,390,Enhancing Heavy Equipment Maintenance with Artificial Intelligence: An Attempt to Create an Intelligent Condition Based Maintenance,
"[::Artificial::] [::Intelligence::] (AI) technology has a huge impact on the process of development related to the digital economy. This paper is derived from some country experiences to establish the key challenges the world is facing in regards to AI, which pertain to inequality and discrimination, unemployment issues, and changes in the labor market. Further, this article also investigates furt...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10843606,Farideh Shahidi; Nahid BozorgKhou; Niloofar Moradhasel,0,,,IEEE Conferences,10.1109/IST64061.2024.10843606,76,,,523,,,False,,,,,9-10 Oct. 2024,2024 11th International Symposium on Telecommunications (IST),2024,IEEE,519,Challenges of Artificial Intelligence Technology and Its Impact on Digital Economy Growth,
"This standard is established as a comprehensive operational framework for data and [::artificial::] [::intelligence::] literacy, skills, and readiness. Essential competencies are defined across multiple proficiency levels to help ensure individuals and organizations are empowered in an increasingly data- and AI-driven society. A common set of definitions, language, and understanding of data and AI...","{'type': 'locked', 'message': 'Full text access may be available.'}",11204849,,0,,,IEEE Standards,,0,,,59,,,False,,,,,14 Oct. 2025,"IEEE P7015/D1, October 2025",2025,IEEE,1,"IEEE Draft Standard for Data and Artificial Intelligence (AI) Literacy, Skills, and Readiness",
"Cognitive [::Artificial::] [::Intelligence::] (CAI) is a new method in [::Artificial::] [::Intelligence::] (AI) that is able to emulate the human brain&#x0027;s ability for doing Knowledge Growing Systems (KGS). Previous research has presented the application of CAI based on Doernenburg Ratio Method (DRM) for Dissolved Gas Analysis (DGA) interpretation. This paper improves the previous research, t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9611122,Elko Nurul Yaqin; Umar Khayam,0,,,IEEE Conferences,10.1109/ICEEI52609.2021.9611122,136,,,5,,,False,,,,,12-13 Oct. 2021,2021 International Conference on Electrical Engineering and Informatics (ICEEI),2021,IEEE,1,Improvement of Application Cognitive Artificial Intelligence based on Doernenburg Ratio Method for Dissolved Gas Analysis Interpretation,
"The coronavirus (COVID-19) is a serious global health concern in 2019. The recognition of COVID-19 in X-ray images is crucial to diagnosis, assessment, and management of this disease. A radiology report must also communicate diagnostic uncertainty, an unpleasant but necessary task. In this study, chest X-ray images are used to detect COVID-19 infections using [::artificial::] [::intelligence::]. T...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10594421,R. Prabu; P. Dhinakar,0,,,IEEE Conferences,10.1109/ICDSIS61070.2024.10594421,71,,,5,,,False,,,,,17-18 May 2024,2024 Second International Conference on Data Science and Information System (ICDSIS),2024,IEEE,1,A Deep Learning and Artificial Intelligence Technique for COVID-19 Detection in Chest X-rays,
"By analyzing common [::artificial::] [::intelligence::] technologies, the paper introduced design of software and structure of a drainage system of coal mine underground based on [::artificial::] [::intelligence::] control. By detecting water level in sump and other parameters, the system controls pumps to work by turns and standby pump to start at duly time, so as to schedule dumps run reasonably...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",6014364,Wen Zongzhou; Li Guochao,0,,,IEEE Conferences,10.1109/ICCSN.2011.6014364,402,,,703,,,False,,,,,27-29 May 2011,2011 IEEE 3rd International Conference on Communication Software and Networks,2011,IEEE,700,Underground drainage system based on artificial intelligence control,
Cognitive [::artificial::] [::intelligence::] (CAI) is a new method in [::artificial::] [::intelligence::] (AI) that can emulate the human brain&#39;s ability for doing Knowledge growing systems (KGS). Previous research has presented the application of CAI based on Doernenburg ratio method (DRM) for Dissolved gas analysis (DGA) interpretation using IEC TC 10 dataset labeled. This paper implements CAI ...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9600896,Elko Nurul Yaqin; Umar Khayam,0,,,IEEE Conferences,10.1109/ICT-PEP53949.2021.9600896,111,,,57,,,False,,,,,29-30 Sept. 2021,2021 International Conference on Technology and Policy in Energy and Electric Power (ICT-PEP),2021,IEEE,52,Implementation of Cognitive Artificial Intelligence for Dissolved Gas Analysis Interpretation in 150 kV Transformer,
"&#34;Unity in diversity&#34; is beautiful feature for India, It has different cultures, language, customs, tradition, habits, at the same time India also go for development in Infrastructures, information technology, agriculture, etc. India is second largest Population country in the world, But India also suffer for many problem one of major problems about famers market accessibility & agricultural profit...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10842762,Shyam K Fardale; Ajay W. Pethe; Amruta Mahalle; N.K. Thakre; Vijay N. Uprikar; Jatin Prakash Patil,0,,,IEEE Conferences,10.1109/IDICAIEI61867.2024.10842762,30,,,5,,,False,,,,,29-30 Nov. 2024,"2024 2nd DMIHER International Conference on [::Artificial::] [::Intelligence::] in Healthcare, Education and Industry (IDICAIEI)",2024,IEEE,1,The role of AI in understanding consumer buying motive in the farm implementation,
"There are considerable benefits to applying [::Artificial::] [::Intelligence::] (AI) to automation in modern industries, including oil and gas. Oil and Gas Industries have many complex systems in their production and flow line. Condition monitoring of oil and gas equipment provides the fault diagnosis of components, machines, systems, equipment, data hardware, and even software. The predictive mai...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10963177,Ramachandran K P; Amuthakkannan Rajakannu; Vijayalakshmi K; Srinivasa Pai; Kamran Kazemi; Abubacker K M; Mammar Al Tobi; Mabahij Al Hadi,0,,,IEEE Conferences,10.1109/CAIT64506.2024.10963177,47,,,421,,,False,,,,,20-22 Dec. 2024,2024 5th International Conference on Computers and [::Artificial::] [::Intelligence::] Technology (CAIT),2024,IEEE,412,Comparison Analysis of ANN and XGBoost Algorithm with WPD in exploring the application of Artificial Intelligence in condition monitoring for oil and gas industries,
"Human beings are accelerating into the era of [::artificial::] [::intelligence::]. In all areas of society, [::artificial::] [::intelligence::] is playing an irreplaceable and huge role. The development of [::artificial::] [::intelligence::] in the field of education is accelerating. The development of [::artificial::] [::intelligence::] in the field of education is accelerating. It promotes the d...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9626214,GuoJun Wang,0,,,IEEE Conferences,10.1109/BDEE52938.2021.00024,304,,,105,,,False,,,,,12-14 Aug. 2021,2021 International Conference on Big Data Engineering and Education (BDEE),2021,IEEE,101,Research on the Construction of Classroom Teaching Evaluation System Based on Artificial Intelligence,
"The overall goal of the reform of China&#39;s civil aviation air traffic control is to build a &#34;four-strong aviation control system (strong safety, strong efficiency, strong [::intelligence::], and strong coordination). [::Intelligence::] air traffic control is an important part of the four-strong aviation control system. With the rapid development of civil aviation, the traffic flow of air has contin...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10410321,Wanli Shi; Xiaoqing Zheng; Yong Lu; Zhengdong Zhang,0,,,IEEE Conferences,10.1109/CCAT59108.2023.00016,190,,,51,,,False,,,,,15-17 Sept. 2023,2023 International Conference on Computer Applications Technology (CCAT),2023,IEEE,47,Research on a Command Recognition System Based on Artificial Intelligence and Its Application for Air Traffic Control,
"As a chronic disease, early intervention is more effective against nonalcoholic fatty liver disease, but its early symptoms are not apparent, so it is difficult to detect. As the technology of [::artificial::] [::intelligence::] was developed, this problem is expected to be solved. This paper reviews the application of [::artificial::] [::intelligence::] in the examination of non-alcoholic fatty l...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9726973,Yue Li; Dan Zhao; Qianwei Xiong; Xue Tang; Chuan Xu; Lu Zhang; Xiaolu Li,0,,,IEEE Conferences,10.1109/ICBAR55169.2021.00038,247,,,145,,,False,,,,,5-7 Nov. 2021,"2021 International Conference on Big Data, [::Artificial::] [::Intelligence::] and Risk Management (ICBAR)",2021,IEEE,139,Research progress of artificial intelligence in the diagnosis of fatty liver,
"Several applications adapt the smart technologies to the existing versions to make the application more comfortable to its consumers, in which the technologies such as Internet of Things (IoT), [::Artificial::] [::Intelligence::] and so on. The adaptation of such technologies provides a huge support to the organizations and individuals to attain the commercial and non-commercial needs in good mann...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9752651,P Nirmala; S. Ramesh; M. Tamilselvi; G. Ramkumar; G Anitha,0,,,IEEE Conferences,10.1109/ACCAI53970.2022.9752651,1257,,,6,,,False,,,,,28-29 Jan. 2022,"2022 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)",2022,IEEE,1,An Artificial Intelligence enabled Smart Industrial Automation System based on Internet of Things Assistance,
"Information technology(IT) has been intensely effecting human resource management (HR) practices and processes As in present scenario, everybody is moving towards building smart and environmental friendly organizations, Green HRM is playing a fundamental role towards the integration of corporate environmental management into human resource management. [::Artificial::] [::intelligence::] is an emer...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8686988,Vikas Garg; Shalini Srivastav; Anubhuti Gupta,0,,,IEEE Conferences,10.1109/ICACE.2018.8686988,1692,,,116,,,False,,,,,3-4 Oct. 2018,2018 International Conference on Automation and Computational Engineering (ICACE),2018,IEEE,113,Application of Artificial Intelligence for Sustaining Green Human Resource Management,
"This paper describe about a new methodology to implement [::Artificial::] [::Intelligence::], Cloud and Internet of Things in Robots. Now a days, [::Artificial::] [::Intelligence::] take a main part in the world into robotics. Almost all industries use robots for various works. They were using co-operative robots to make different kind of works. But there was some problem to make robot for multi t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",7193238,Aadhityan A,0,,,IEEE Conferences,10.1109/ICIIECS.2015.7193238,1596,,,4,,,False,,,,,19-20 March 2015,"2015 International Conference on Innovations in Information, Embedded and Communication Systems (ICIIECS)",2015,IEEE,1,"A novel method for implementing Artificial Intelligence, Cloud and Internet of Things in Robots",
"This paper presents the developments of the Erasmus+ project Ethical Engineer: Integrating teaching ethics in [::artificial::] [::intelligence::] and robotics into Engineering Education. The Ethical Engineer project goal is to enhance AI education by promoting truthful AI in Europe, with authentic ethical, social, and legal aspects in engineering education and training. We focus on engineering and...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10837668,Anna Friesel; Lenka Lhotska; Jaromir Hrad; David Macku,0,,,IEEE Conferences,10.1109/ITHET61869.2024.10837668,152,,,5,,,False,,,,,6-8 Nov. 2024,2024 21st International Conference on Information Technology Based Higher Education and Training (ITHET),2024,IEEE,1,Ethical Engineer: Enhancing AI Education in Engineering,
"When developing [::artificial::] [::intelligence::] systems, one of the important aspects is a more accurate description of the considered events and their uncertainties. At the moment, most of the modern solution&#39;s mathematical apparatus have a significant drawback – the data is considered only between two logical elements – true and false. In this regard, it is impossible to give detailed descri...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10175856,Sergey I. Todikov,0,,,IEEE Conferences,10.1109/NeuroNT58640.2023.10175856,75,,,59,,,False,,,,,16-16 June 2023,2023 IV International Conference on Neural Networks and Neurotechnologies (NeuroNT),2023,IEEE,56,The Possibility of Applying the Theory of Multioperations to Build Self-learning Artificial Intelligence Systems with the Explainability Property,
"Education has been transformed by e-learning, which offers flexibility and accessibility. However, conventional online learning systems frequently fail to accommodate the tempo and preferences of individual learners. Thus, there is a need to adaptive learning technologies which utilizes Machine Learning (ML) and [::Artificial::] [::Intelligence::] (AI) and can transforming answer to our needs. Thi...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10923421,Ajay Kumar; Shashank Srivastava; Sunit Jaiswal,0,,,IEEE Conferences,10.1109/ICICAT62666.2024.10923421,88,,,62,,,False,,,,,23-24 Nov. 2024,"2024 International Conference on IoT, Communication and Automation Technology (ICICAT)",2024,IEEE,58,Transforming E-learning with Adaptive Technologies to Improve Personalized Learning,
